,id,results
815,816,"[[['INV-2023-763', 'Invoice Number'], ['2023-5-1', 'Due Date'], ['2023-12-7', 'Invoice Date'], ['Nicholas Higgins', 'Recipient Name']]]"
816,817,"[[['INV-2023-501', 'Invoice Number'], ['2023-7-11', 'Due Date'], ['2023-9-24', 'Invoice Date'], ['Whitney Li', 'Recipient Name']]]"
817,818,"[[['INV-2023-271', 'Invoice Number'], ['2023-8-6', 'Due Date'], ['2023-10-13', 'Invoice Date'], ['Willie Allen', 'Recipient Name']]]"
818,819,"[[['INV-2023-229', 'Invoice Number'], ['2023-5-15', 'Due Date'], ['2023-3-5', 'Invoice Date'], ['Shannon Miller', 'Recipient Name']]]"
819,820,"[[['INV-2023-455', 'Invoice Number'], ['2023-3-24', 'Due Date'], ['2023-2-12', 'Invoice Date'], ['Reginald Crawford', 'Recipient Name']]]"
820,821,"[[['INV-2023-543', 'Invoice Number'], ['2023-10-19', 'Due Date'], ['2023-5-4', 'Invoice Date'], ['Alexander Smith', 'Recipient Name']]]"
821,822,"[[['INV-2023-733', 'Invoice Number'], ['2023-8-4', 'Due Date'], ['2023-4-11', 'Invoice Date'], ['Brooke Reyes', 'Recipient Name']]]"
822,823,"[[['INV-2023-191', 'Invoice Number'], ['2023-7-10', 'Due Date'], ['2023-5-8', 'Invoice Date'], ['Beth Ford', 'Recipient Name']]]"
823,824,"[[['INV-2023-162', 'Invoice Number'], ['2023-9-2', 'Due Date'], ['2023-7-16', 'Invoice Date'], ['Diana Giles', 'Recipient Name']]]"
824,825,"[[['INV-2023-858', 'Invoice Number'], ['2023-4-14', 'Due Date'], ['2023-8-19', 'Invoice Date'], ['Wendy Doyle', 'Recipient Name']]]"
825,826,"[[['INV-2023-783', 'Invoice Number'], ['2023-12-28', 'Due Date'], ['2023-1-15', 'Invoice Date'], ['Tammy Thomas', 'Recipient Name']]]"
826,827,"[[['INV-2023-276', 'Invoice Number'], ['2023-5-28', 'Due Date'], ['2023-3-1', 'Invoice Date'], ['Edward Collins', 'Recipient Name']]]"
827,828,"[[['INV-2023-174', 'Invoice Number'], ['2023-2-10', 'Due Date'], ['2023-2-10', 'Invoice Date'], ['Kimberly Warren', 'Recipient Name']]]"
828,829,"[[['INV-2023-450', 'Invoice Number'], ['2023-10-2', 'Due Date'], ['2023-1-8', 'Invoice Date'], ['Michelle Dougherty', 'Recipient Name']]]"
829,830,"[[['INV-2023-788', 'Invoice Number'], ['2023-10-13', 'Due Date'], ['2023-12-17', 'Invoice Date'], ['Stephanie Martin', 'Recipient Name']]]"
830,831,"[[['INV-2023-217', 'Invoice Number'], ['2023-5-18', 'Due Date'], ['2023-8-24', 'Invoice Date'], ['Stephen Jones', 'Recipient Name']]]"
831,832,"[[['INV-2023-588', 'Invoice Number'], ['2023-9-8', 'Due Date'], ['2023-8-5', 'Invoice Date'], ['Tamara Owens', 'Recipient Name']]]"
832,833,"[[['INV-2023-168', 'Invoice Number'], ['2023-4-6', 'Due Date'], ['2023-7-28', 'Invoice Date'], ['Kent Williams', 'Recipient Name']]]"
833,834,"[[['INV-2023-996', 'Invoice Number'], ['2023-7-11', 'Due Date'], ['2023-3-12', 'Invoice Date'], ['Christopher Garcia', 'Recipient Name']]]"
834,835,"[[['INV-2023-909', 'Invoice Number'], ['2023-4-21', 'Due Date'], ['2023-5-12', 'Invoice Date'], ['Jacqueline Turner', 'Recipient Name']]]"
835,836,"[[['INV-2023-244', 'Invoice Number'], ['2023-4-8', 'Due Date'], ['2023-1-11', 'Invoice Date'], ['Kelli Rodriguez MD', 'Recipient Name']]]"
836,837,"[[['INV-2023-379', 'Invoice Number'], ['2023-2-26', 'Due Date'], ['2023-3-2', 'Invoice Date'], ['Victoria Kane', 'Recipient Name']]]"
837,838,"[[['INV-2023-904', 'Invoice Number'], ['2023-12-18', 'Due Date'], ['2023-8-3', 'Invoice Date'], ['Danielle Wallace', 'Recipient Name']]]"
838,839,"[[['INV-2023-481', 'Invoice Number'], ['2023-8-1', 'Due Date'], ['2023-6-8', 'Invoice Date'], ['Michael Montgomery', 'Recipient Name']]]"
839,840,"[[['INV-2023-732', 'Invoice Number'], ['2023-8-27', 'Due Date'], ['2023-4-26', 'Invoice Date'], ['Jerry Burke', 'Recipient Name']]]"
840,841,"[[['INV-2023-745', 'Invoice Number'], ['2023-8-18', 'Due Date'], ['2023-5-23', 'Invoice Date'], ['Benjamin Salinas MD', 'Recipient Name']]]"
841,842,"[[['INV-2023-911', 'Invoice Number'], ['2023-3-23', 'Due Date'], ['2023-12-15', 'Invoice Date'], ['Dakota Mccarty', 'Recipient Name']]]"
842,843,"[[['INV-2023-868', 'Invoice Number'], ['2023-3-4', 'Due Date'], ['2023-6-26', 'Invoice Date'], ['Benjamin Nash', 'Recipient Name']]]"
843,844,"[[['INV-2023-298', 'Invoice Number'], ['2023-1-2', 'Due Date'], ['2023-8-17', 'Invoice Date'], ['Scott Hudson', 'Recipient Name']]]"
844,845,"[[['INV-2023-228', 'Invoice Number'], ['2023-2-9', 'Due Date'], ['2023-10-4', 'Invoice Date'], ['James Lang', 'Recipient Name']]]"
845,846,"[[['INV-2023-575', 'Invoice Number'], ['2023-8-19', 'Due Date'], ['2023-4-12', 'Invoice Date'], ['Breanna Ramos', 'Recipient Name']]]"
846,847,"[[['INV-2023-360', 'Invoice Number'], ['2023-4-7', 'Due Date'], ['2023-3-24', 'Invoice Date'], ['Virginia Craig', 'Recipient Name']]]"
847,848,"[[['INV-2023-590', 'Invoice Number'], ['2023-2-25', 'Due Date'], ['2023-12-23', 'Invoice Date'], ['Kenneth Fitzgerald', 'Recipient Name']]]"
848,849,"[[['INV-2023-930', 'Invoice Number'], ['2023-3-26', 'Due Date'], ['2023-12-24', 'Invoice Date'], ['Kelly Walker', 'Recipient Name']]]"
849,850,"[[['INV-2023-746', 'Invoice Number'], ['2023-12-7', 'Due Date'], ['2023-8-12', 'Invoice Date'], ['Joseph Williams', 'Recipient Name']]]"
850,851,"[[['INV-2023-237', 'Invoice Number'], ['2023-12-15', 'Due Date'], ['2023-1-15', 'Invoice Date'], ['Whitney Perez', 'Recipient Name']]]"
851,852,"[[['INV-2023-618', 'Invoice Number'], ['2023-5-5', 'Due Date'], ['2023-3-25', 'Invoice Date'], ['Joseph Thompson', 'Recipient Name']]]"
852,853,"[[['INV-2023-442', 'Invoice Number'], ['2023-2-27', 'Due Date'], ['2023-11-11', 'Invoice Date'], ['Sheryl Sanchez', 'Recipient Name']]]"
853,854,"[[['INV-2023-840', 'Invoice Number'], ['2023-10-7', 'Due Date'], ['2023-5-24', 'Invoice Date'], ['Tyler Mason', 'Recipient Name']]]"
854,855,"[[['INV-2023-399', 'Invoice Number'], ['2023-6-18', 'Due Date'], ['2023-1-8', 'Invoice Date'], ['Natasha Bishop', 'Recipient Name']]]"
855,856,"[[['INV-2023-986', 'Invoice Number'], ['2023-11-15', 'Due Date'], ['2023-7-6', 'Invoice Date'], ['Paul Johnston', 'Recipient Name']]]"
856,857,"[[['INV-2023-321', 'Invoice Number'], ['2023-2-25', 'Due Date'], ['2023-4-18', 'Invoice Date'], ['Anna Walker', 'Recipient Name']]]"
857,858,"[[['INV-2023-874', 'Invoice Number'], ['2023-1-28', 'Due Date'], ['2023-1-23', 'Invoice Date'], ['David Bell', 'Recipient Name']]]"
858,859,"[[['INV-2023-738', 'Invoice Number'], ['2023-11-9', 'Due Date'], ['2023-3-26', 'Invoice Date'], ['Cody Love', 'Recipient Name']]]"
859,860,"[[['INV-2023-886', 'Invoice Number'], ['2023-11-24', 'Due Date'], ['2023-2-2', 'Invoice Date'], ['Randall Mcconnell', 'Recipient Name']]]"
860,861,"[[['INV-2023-689', 'Invoice Number'], ['2023-8-26', 'Due Date'], ['2023-7-15', 'Invoice Date'], ['Robert Monroe', 'Recipient Name']]]"
861,862,"[[['INV-2023-583', 'Invoice Number'], ['2023-9-26', 'Due Date'], ['2023-12-18', 'Invoice Date'], ['Sonya Hall', 'Recipient Name']]]"
862,863,"[[['INV-2023-473', 'Invoice Number'], ['2023-9-2', 'Due Date'], ['2023-10-22', 'Invoice Date'], ['Joseph Norris', 'Recipient Name']]]"
863,864,"[[['INV-2023-462', 'Invoice Number'], ['2023-7-15', 'Due Date'], ['2023-9-13', 'Invoice Date'], ['Terri Shah', 'Recipient Name']]]"
864,865,"[[['INV-2023-995', 'Invoice Number'], ['2023-5-11', 'Due Date'], ['2023-4-7', 'Invoice Date'], ['Sara Singh', 'Recipient Name']]]"
865,866,"[[['INV-2023-335', 'Invoice Number'], ['2023-8-15', 'Due Date'], ['2023-7-9', 'Invoice Date'], ['Beth Wiley', 'Recipient Name']]]"
866,867,"[[['INV-2023-770', 'Invoice Number'], ['2023-9-28', 'Due Date'], ['2023-2-18', 'Invoice Date'], ['Debbie Jennings MD', 'Recipient Name']]]"
867,868,"[[['INV-2023-325', 'Invoice Number'], ['2023-2-26', 'Due Date'], ['2023-4-9', 'Invoice Date'], ['Rachel Rodriguez', 'Recipient Name']]]"
868,869,"[[['INV-2023-918', 'Invoice Number'], ['2023-7-6', 'Due Date'], ['2023-3-17', 'Invoice Date'], ['Ashley Swanson', 'Recipient Name']]]"
869,870,"[[['INV-2023-278', 'Invoice Number'], ['2023-3-13', 'Due Date'], ['2023-6-9', 'Invoice Date'], ['Dr. Tara Davidson PhD', 'Recipient Name']]]"
870,871,"[[['INV-2023-287', 'Invoice Number'], ['2023-9-25', 'Due Date'], ['2023-11-25', 'Invoice Date'], ['Anthony Malone', 'Recipient Name']]]"
871,872,"[[['INV-2023-632', 'Invoice Number'], ['2023-3-17', 'Due Date'], ['2023-11-4', 'Invoice Date'], ['Sharon Williams', 'Recipient Name']]]"
872,873,"[[['INV-2023-801', 'Invoice Number'], ['2023-8-11', 'Due Date'], ['2023-9-2', 'Invoice Date'], ['Matthew Pena', 'Recipient Name']]]"
873,874,"[[['INV-2023-296', 'Invoice Number'], ['2023-4-6', 'Due Date'], ['2023-7-19', 'Invoice Date'], ['Nathan Martinez', 'Recipient Name']]]"
874,875,"[[['INV-2023-493', 'Invoice Number'], ['2023-9-21', 'Due Date'], ['2023-4-3', 'Invoice Date'], ['Lee Whitehead', 'Recipient Name']]]"
875,876,"[[['INV-2023-723', 'Invoice Number'], ['2023-9-22', 'Due Date'], ['2023-2-9', 'Invoice Date'], ['Caroline Padilla', 'Recipient Name']]]"
876,877,"[[['INV-2023-321', 'Invoice Number'], ['2023-9-5', 'Due Date'], ['2023-1-18', 'Invoice Date'], ['Mr. Darren Pena', 'Recipient Name']]]"
877,878,"[[['INV-2023-413', 'Invoice Number'], ['2023-2-6', 'Due Date'], ['2023-10-25', 'Invoice Date'], ['Ryan Pitts', 'Recipient Name']]]"
878,879,"[[['INV-2023-136', 'Invoice Number'], ['2023-5-11', 'Due Date'], ['2023-9-14', 'Invoice Date'], ['Denise Porter', 'Recipient Name']]]"
879,880,"[[['INV-2023-139', 'Invoice Number'], ['2023-10-20', 'Due Date'], ['2023-11-12', 'Invoice Date'], ['Joel Smith', 'Recipient Name']]]"
880,881,"[[['INV-2023-266', 'Invoice Number'], ['2023-4-3', 'Due Date'], ['2023-5-23', 'Invoice Date'], ['Alison Sullivan', 'Recipient Name']]]"
881,882,"[[['INV-2023-883', 'Invoice Number'], ['2023-5-18', 'Due Date'], ['2023-10-6', 'Invoice Date'], ['Patrick Robinson', 'Recipient Name']]]"
882,883,"[[['INV-2023-334', 'Invoice Number'], ['2023-7-4', 'Due Date'], ['2023-12-3', 'Invoice Date'], ['Larry Cook', 'Recipient Name']]]"
883,884,"[[['INV-2023-845', 'Invoice Number'], ['2023-12-28', 'Due Date'], ['2023-8-17', 'Invoice Date'], ['Xavier Cisneros', 'Recipient Name']]]"
884,885,"[[['INV-2023-488', 'Invoice Number'], ['2023-5-3', 'Due Date'], ['2023-6-24', 'Invoice Date'], ['Brian Ramos', 'Recipient Name']]]"
885,886,"[[['INV-2023-769', 'Invoice Number'], ['2023-10-25', 'Due Date'], ['2023-5-18', 'Invoice Date'], ['Laura Carter DDS', 'Recipient Name']]]"
886,887,"[[['INV-2023-113', 'Invoice Number'], ['2023-4-19', 'Due Date'], ['2023-1-23', 'Invoice Date'], ['Ethan Smith', 'Recipient Name']]]"
887,888,"[[['INV-2023-316', 'Invoice Number'], ['2023-12-22', 'Due Date'], ['2023-10-5', 'Invoice Date'], ['Karen Fitzgerald', 'Recipient Name']]]"
888,889,"[[['INV-2023-796', 'Invoice Number'], ['2023-7-2', 'Due Date'], ['2023-3-11', 'Invoice Date'], ['Wayne Young', 'Recipient Name']]]"
889,890,"[[['INV-2023-148', 'Invoice Number'], ['2023-11-19', 'Due Date'], ['2023-1-14', 'Invoice Date'], ['Vincent Reed', 'Recipient Name']]]"
890,891,"[[['INV-2023-354', 'Invoice Number'], ['2023-5-16', 'Due Date'], ['2023-12-19', 'Invoice Date'], ['Christopher Cowan', 'Recipient Name']]]"
891,892,"[[['INV-2023-389', 'Invoice Number'], ['2023-8-18', 'Due Date'], ['2023-4-16', 'Invoice Date'], ['Virginia Moore', 'Recipient Name']]]"
892,893,"[[['INV-2023-874', 'Invoice Number'], ['2023-11-3', 'Due Date'], ['2023-1-15', 'Invoice Date'], ['James Rojas', 'Recipient Name']]]"
893,894,"[[['INV-2023-513', 'Invoice Number'], ['2023-5-19', 'Due Date'], ['2023-8-26', 'Invoice Date'], ['Mr. Joshua Williams', 'Recipient Name']]]"
894,895,"[[['INV-2023-411', 'Invoice Number'], ['2023-6-20', 'Due Date'], ['2023-1-20', 'Invoice Date'], ['Mrs. Andrea Adkins', 'Recipient Name']]]"
895,896,"[[['INV-2023-591', 'Invoice Number'], ['2023-3-4', 'Due Date'], ['2023-7-20', 'Invoice Date'], ['Miranda Miller', 'Recipient Name']]]"
896,897,"[[['INV-2023-225', 'Invoice Number'], ['2023-12-12', 'Due Date'], ['2023-8-23', 'Invoice Date'], ['Cameron Williams', 'Recipient Name']]]"
897,898,"[[['INV-2023-185', 'Invoice Number'], ['2023-8-8', 'Due Date'], ['2023-5-16', 'Invoice Date'], ['Cynthia Jordan', 'Recipient Name']]]"
898,899,"[[['INV-2023-928', 'Invoice Number'], ['2023-12-15', 'Due Date'], ['2023-10-19', 'Invoice Date'], ['Mitchell Jones', 'Recipient Name']]]"
899,900,"[[['INV-2023-545', 'Invoice Number'], ['2023-5-8', 'Due Date'], ['2023-10-24', 'Invoice Date'], ['Arthur Ortega', 'Recipient Name']]]"
900,901,"[[['INV-2023-470', 'Invoice Number'], ['2023-1-4', 'Due Date'], ['2023-11-25', 'Invoice Date'], ['Kathleen Rice', 'Recipient Name']]]"
901,902,"[[['INV-2023-684', 'Invoice Number'], ['2023-3-25', 'Due Date'], ['2023-5-15', 'Invoice Date'], ['Jaime Carney', 'Recipient Name']]]"
902,903,"[[['INV-2023-392', 'Invoice Number'], ['2023-5-28', 'Due Date'], ['2023-6-26', 'Invoice Date'], ['Michael Gonzalez', 'Recipient Name']]]"
903,904,"[[['INV-2023-841', 'Invoice Number'], ['2023-3-15', 'Due Date'], ['2023-9-20', 'Invoice Date'], ['Chelsea Palmer', 'Recipient Name']]]"
904,905,"[[['INV-2023-744', 'Invoice Number'], ['2023-2-16', 'Due Date'], ['2023-5-14', 'Invoice Date'], ['William Davis', 'Recipient Name']]]"
905,906,"[[['INV-2023-327', 'Invoice Number'], ['2023-7-12', 'Due Date'], ['2023-7-8', 'Invoice Date'], ['Christina Gordon', 'Recipient Name']]]"
906,907,"[[['INV-2023-233', 'Invoice Number'], ['2023-1-20', 'Due Date'], ['2023-9-26', 'Invoice Date'], ['Yesenia Ellis', 'Recipient Name']]]"
907,908,"[[['INV-2023-688', 'Invoice Number'], ['2023-4-15', 'Due Date'], ['2023-12-4', 'Invoice Date'], ['Robert Avery', 'Recipient Name']]]"
908,909,"[[['INV-2023-458', 'Invoice Number'], ['2023-2-15', 'Due Date'], ['2023-10-5', 'Invoice Date'], ['Kristin Padilla', 'Recipient Name']]]"
909,910,"[[['INV-2023-439', 'Invoice Number'], ['2023-1-20', 'Due Date'], ['2023-11-3', 'Invoice Date'], ['Christopher Robinson', 'Recipient Name']]]"
910,911,"[[['INV-2023-451', 'Invoice Number'], ['2023-1-4', 'Due Date'], ['2023-7-17', 'Invoice Date'], ['Sheila Baker', 'Recipient Name']]]"
911,912,"[[['INV-2023-226', 'Invoice Number'], ['2023-4-19', 'Due Date'], ['2023-10-21', 'Invoice Date'], ['Michelle Mcdowell', 'Recipient Name']]]"
912,913,"[[['INV-2023-439', 'Invoice Number'], ['2023-7-28', 'Due Date'], ['2023-3-6', 'Invoice Date'], ['Vincent King', 'Recipient Name']]]"
913,914,"[[['INV-2023-477', 'Invoice Number'], ['2023-6-28', 'Due Date'], ['2023-8-8', 'Invoice Date'], ['Debra Schultz', 'Recipient Name']]]"
914,915,"[[['INV-2023-984', 'Invoice Number'], ['2023-3-24', 'Due Date'], ['2023-4-16', 'Invoice Date'], ['Dustin Garrison', 'Recipient Name']]]"
915,916,"[[['INV-2023-152', 'Invoice Number'], ['2023-1-9', 'Due Date'], ['2023-2-23', 'Invoice Date'], ['James Boyd', 'Recipient Name']]]"
916,917,"[[['INV-2023-757', 'Invoice Number'], ['2023-4-19', 'Due Date'], ['2023-2-27', 'Invoice Date'], ['Elizabeth Sanchez', 'Recipient Name']]]"
917,918,"[[['INV-2023-726', 'Invoice Number'], ['2023-2-21', 'Due Date'], ['2023-7-11', 'Invoice Date'], ['Mary Adkins', 'Recipient Name']]]"
918,919,"[[['INV-2023-688', 'Invoice Number'], ['2023-10-22', 'Due Date'], ['2023-6-12', 'Invoice Date'], ['Kimberly Nelson', 'Recipient Name']]]"
919,920,"[[['INV-2023-885', 'Invoice Number'], ['2023-9-15', 'Due Date'], ['2023-12-6', 'Invoice Date'], ['Brenda Martin', 'Recipient Name']]]"
920,921,"[[['INV-2023-430', 'Invoice Number'], ['2023-7-2', 'Due Date'], ['2023-2-23', 'Invoice Date'], ['Seth Hall', 'Recipient Name']]]"
921,922,"[[['INV-2023-604', 'Invoice Number'], ['2023-1-22', 'Due Date'], ['2023-11-3', 'Invoice Date'], ['Timothy Stephenson', 'Recipient Name']]]"
922,923,"[[['INV-2023-408', 'Invoice Number'], ['2023-4-24', 'Due Date'], ['2023-7-20', 'Invoice Date'], ['Jeffrey Meyer', 'Recipient Name']]]"
923,924,"[[['INV-2023-572', 'Invoice Number'], ['2023-5-28', 'Due Date'], ['2023-2-8', 'Invoice Date'], ['Nicole Wilson', 'Recipient Name']]]"
924,925,"[[['INV-2023-496', 'Invoice Number'], ['2023-4-20', 'Due Date'], ['2023-11-14', 'Invoice Date'], ['Julie Hurley', 'Recipient Name']]]"
925,926,"[[['INV-2023-905', 'Invoice Number'], ['2023-12-15', 'Due Date'], ['2023-3-21', 'Invoice Date'], ['Gabriella Snyder', 'Recipient Name']]]"
926,927,"[[['INV-2023-359', 'Invoice Number'], ['2023-4-22', 'Due Date'], ['2023-9-11', 'Invoice Date'], ['Anne Robinson', 'Recipient Name']]]"
927,928,"[[['INV-2023-461', 'Invoice Number'], ['2023-12-15', 'Due Date'], ['2023-6-3', 'Invoice Date'], ['Alicia Burke', 'Recipient Name']]]"
928,929,"[[['INV-2023-198', 'Invoice Number'], ['2023-11-24', 'Due Date'], ['2023-9-17', 'Invoice Date'], ['Amanda Guzman', 'Recipient Name']]]"
929,930,"[[['INV-2023-860', 'Invoice Number'], ['2023-8-3', 'Due Date'], ['2023-11-27', 'Invoice Date'], ['Courtney Mitchell', 'Recipient Name']]]"
930,931,"[[['INV-2023-775', 'Invoice Number'], ['2023-5-7', 'Due Date'], ['2023-3-12', 'Invoice Date'], ['Jill Russo', 'Recipient Name']]]"
931,932,"[[['INV-2023-166', 'Invoice Number'], ['2023-4-3', 'Due Date'], ['2023-8-8', 'Invoice Date'], ['Gary Harrell', 'Recipient Name']]]"
932,933,"[[['INV-2023-467', 'Invoice Number'], ['2023-11-14', 'Due Date'], ['2023-9-14', 'Invoice Date'], ['Jennifer Norman', 'Recipient Name']]]"
933,934,"[[['INV-2023-108', 'Invoice Number'], ['2023-8-11', 'Due Date'], ['2023-1-2', 'Invoice Date'], ['Jeffery Huffman', 'Recipient Name']]]"
934,935,"[[['INV-2023-868', 'Invoice Number'], ['2023-2-12', 'Due Date'], ['2023-1-2', 'Invoice Date'], ['Jane Yang', 'Recipient Name']]]"
935,936,"[[['INV-2023-709', 'Invoice Number'], ['2023-11-18', 'Due Date'], ['2023-6-26', 'Invoice Date'], ['Mark Chavez', 'Recipient Name']]]"
936,937,"[[['INV-2023-717', 'Invoice Number'], ['2023-7-25', 'Due Date'], ['2023-3-6', 'Invoice Date'], ['Cynthia Dawson', 'Recipient Name']]]"
937,938,"[[['INV-2023-922', 'Invoice Number'], ['2023-1-20', 'Due Date'], ['2023-11-26', 'Invoice Date'], ['Melissa Hughes', 'Recipient Name']]]"
938,939,"[[['INV-2023-808', 'Invoice Number'], ['2023-10-24', 'Due Date'], ['2023-9-5', 'Invoice Date'], ['William Miller', 'Recipient Name']]]"
939,940,"[[['INV-2023-727', 'Invoice Number'], ['2023-3-8', 'Due Date'], ['2023-2-14', 'Invoice Date'], ['Laura Hernandez', 'Recipient Name']]]"
940,941,"[[['INV-2023-947', 'Invoice Number'], ['2023-10-4', 'Due Date'], ['2023-2-11', 'Invoice Date'], ['Dale Peterson', 'Recipient Name']]]"
941,942,"[[['INV-2023-588', 'Invoice Number'], ['2023-1-12', 'Due Date'], ['2023-3-17', 'Invoice Date'], ['Rebecca Reese', 'Recipient Name']]]"
942,943,"[[['INV-2023-254', 'Invoice Number'], ['2023-4-22', 'Due Date'], ['2023-10-9', 'Invoice Date'], ['Denise Lopez', 'Recipient Name']]]"
943,944,"[[['INV-2023-720', 'Invoice Number'], ['2023-7-15', 'Due Date'], ['2023-2-19', 'Invoice Date'], ['Joanna Hayes', 'Recipient Name']]]"
944,945,"[[['INV-2023-326', 'Invoice Number'], ['2023-1-24', 'Due Date'], ['2023-2-1', 'Invoice Date'], ['Thomas Anderson', 'Recipient Name']]]"
945,946,"[[['INV-2023-600', 'Invoice Number'], ['2023-11-11', 'Due Date'], ['2023-4-14', 'Invoice Date'], ['Denise Osborne', 'Recipient Name']]]"
946,947,"[[['INV-2023-478', 'Invoice Number'], ['2023-7-10', 'Due Date'], ['2023-10-6', 'Invoice Date'], ['Manuel Bradley', 'Recipient Name']]]"
947,948,"[[['INV-2023-347', 'Invoice Number'], ['2023-8-21', 'Due Date'], ['2023-6-28', 'Invoice Date'], ['Gerald Bush', 'Recipient Name']]]"
948,949,"[[['INV-2023-694', 'Invoice Number'], ['2023-5-13', 'Due Date'], ['2023-1-25', 'Invoice Date'], ['Allison Vasquez', 'Recipient Name']]]"
949,950,"[[['INV-2023-391', 'Invoice Number'], ['2023-4-2', 'Due Date'], ['2023-3-20', 'Invoice Date'], ['Megan Davis', 'Recipient Name']]]"
950,951,"[[['INV-2023-773', 'Invoice Number'], ['2023-2-28', 'Due Date'], ['2023-2-10', 'Invoice Date'], ['Tiffany Hall', 'Recipient Name']]]"
951,952,"[[['INV-2023-779', 'Invoice Number'], ['2023-11-14', 'Due Date'], ['2023-9-4', 'Invoice Date'], ['Lucas Spence', 'Recipient Name']]]"
952,953,"[[['INV-2023-401', 'Invoice Number'], ['2023-5-17', 'Due Date'], ['2023-4-19', 'Invoice Date'], ['Ryan Shah', 'Recipient Name']]]"
953,954,"[[['INV-2023-328', 'Invoice Number'], ['2023-9-15', 'Due Date'], ['2023-11-1', 'Invoice Date'], ['Sherri Jordan', 'Recipient Name']]]"
954,955,"[[['INV-2023-949', 'Invoice Number'], ['2023-5-20', 'Due Date'], ['2023-12-2', 'Invoice Date'], ['Jonathan Cowan', 'Recipient Name']]]"
955,956,"[[['INV-2023-374', 'Invoice Number'], ['2023-7-5', 'Due Date'], ['2023-8-18', 'Invoice Date'], ['Keith Miller', 'Recipient Name']]]"
956,957,"[[['INV-2023-503', 'Invoice Number'], ['2023-12-22', 'Due Date'], ['2023-7-5', 'Invoice Date'], ['Sandra Williams', 'Recipient Name']]]"
957,958,"[[['INV-2023-472', 'Invoice Number'], ['2023-8-16', 'Due Date'], ['2023-5-28', 'Invoice Date'], ['Tiffany King', 'Recipient Name']]]"
958,959,"[[['INV-2023-633', 'Invoice Number'], ['2023-10-9', 'Due Date'], ['2023-12-27', 'Invoice Date'], ['Allison Weaver', 'Recipient Name']]]"
959,960,"[[['INV-2023-155', 'Invoice Number'], ['2023-2-14', 'Due Date'], ['2023-10-21', 'Invoice Date'], ['Christopher Reyes', 'Recipient Name']]]"
960,961,"[[['INV-2023-445', 'Invoice Number'], ['2023-10-18', 'Due Date'], ['2023-2-9', 'Invoice Date'], ['Jessica Cobb', 'Recipient Name']]]"
961,962,"[[['INV-2023-658', 'Invoice Number'], ['2023-3-14', 'Due Date'], ['2023-7-28', 'Invoice Date'], ['Brian Smith', 'Recipient Name']]]"
962,963,"[[['INV-2023-307', 'Invoice Number'], ['2023-11-11', 'Due Date'], ['2023-7-24', 'Invoice Date'], ['Cynthia Coleman', 'Recipient Name']]]"
963,964,"[[['INV-2023-256', 'Invoice Number'], ['2023-12-20', 'Due Date'], ['2023-4-16', 'Invoice Date'], ['Margaret Townsend', 'Recipient Name']]]"
964,965,"[[['INV-2023-608', 'Invoice Number'], ['2023-8-18', 'Due Date'], ['2023-10-19', 'Invoice Date'], ['Rebecca Clark', 'Recipient Name']]]"
965,966,"[[['INV-2023-293', 'Invoice Number'], ['2023-5-2', 'Due Date'], ['2023-6-1', 'Invoice Date'], ['David Frederick', 'Recipient Name']]]"
966,967,"[[['INV-2023-707', 'Invoice Number'], ['2023-12-5', 'Due Date'], ['2023-1-5', 'Invoice Date'], ['Mary Santiago', 'Recipient Name']]]"
967,968,"[[['INV-2023-820', 'Invoice Number'], ['2023-11-1', 'Due Date'], ['2023-6-8', 'Invoice Date'], ['Brian Shannon', 'Recipient Name']]]"
968,969,"[[['INV-2023-110', 'Invoice Number'], ['2023-9-24', 'Due Date'], ['2023-12-20', 'Invoice Date'], ['Michael Howard', 'Recipient Name']]]"
969,970,"[[['INV-2023-799', 'Invoice Number'], ['2023-10-28', 'Due Date'], ['2023-3-22', 'Invoice Date'], ['Stacey Flores', 'Recipient Name']]]"
970,971,"[[['INV-2023-640', 'Invoice Number'], ['2023-4-16', 'Due Date'], ['2023-2-24', 'Invoice Date'], ['Timothy Patterson', 'Recipient Name']]]"
971,972,"[[['INV-2023-778', 'Invoice Number'], ['2023-7-4', 'Due Date'], ['2023-6-22', 'Invoice Date'], ['David Torres', 'Recipient Name']]]"
972,973,"[[['INV-2023-453', 'Invoice Number'], ['2023-8-18', 'Due Date'], ['2023-9-7', 'Invoice Date'], ['Heather Macias', 'Recipient Name']]]"
973,974,"[[['INV-2023-958', 'Invoice Number'], ['2023-12-18', 'Due Date'], ['2023-1-23', 'Invoice Date'], ['Shannon Dixon', 'Recipient Name']]]"
974,975,"[[['INV-2023-575', 'Invoice Number'], ['2023-11-17', 'Due Date'], ['2023-3-28', 'Invoice Date'], ['Brendan Russell', 'Recipient Name']]]"
975,976,"[[['INV-2023-748', 'Invoice Number'], ['2023-5-20', 'Due Date'], ['2023-5-18', 'Invoice Date'], ['Joshua Campbell', 'Recipient Name']]]"
976,977,"[[['INV-2023-740', 'Invoice Number'], ['2023-8-28', 'Due Date'], ['2023-3-5', 'Invoice Date'], ['Michael Black', 'Recipient Name']]]"
977,978,"[[['INV-2023-674', 'Invoice Number'], ['2023-5-26', 'Due Date'], ['2023-10-4', 'Invoice Date'], ['James Stein', 'Recipient Name']]]"
