id,sentence
194,"
    Dear Customer,

    Invoice Number: INV-2023-481
    Invoice Date: 2023-2-9
    Due Date: 2023-5-20

    Billing Information:
    Recipient Name: Ricky Jackson
    Recipient Address: 107 Miranda Forges Suite 830, New Ashley, Texas 91110

    Product Details:
    - Description: voice Tablet X1
      Quantity: 4
      Unit Price: $553.51
    - Description: writer Printer H6
      Quantity: 3
      Unit Price: $174.14

    Balance Due: $861576826.9585288

    Thank you for your business!
    "
195,"
    Dear Customer,

    Invoice Number: INV-2023-863
    Invoice Date: 2023-4-10
    Due Date: 2023-4-26

    Billing Information:
    Recipient Name: Jason Kennedy
    Recipient Address: 7116 Walker Tunnel, West Summer, Oregon 70195

    Product Details:
    - Description: executive Keyboard K4
      Quantity: 4
      Unit Price: $387.38
    - Description: author Headphones M3
      Quantity: 2
      Unit Price: $122.04

    Balance Due: $183045464.6765727

    Thank you for your business!
    "
196,"
    Dear Customer,

    Invoice Number: INV-2023-107
    Invoice Date: 2023-1-25
    Due Date: 2023-12-14

    Billing Information:
    Recipient Name: Adrienne Perry
    Recipient Address: 83474 Lindsey Inlet Suite 167, Lake Melissa, Colorado 26664

    Product Details:
    - Description: executive Laptop T5
      Quantity: 2
      Unit Price: $972.39
    - Description: office Mouse H6
      Quantity: 4
      Unit Price: $55.25

    Balance Due: $676473494.1513162

    Thank you for your business!
    "
197,"
    Dear Customer,

    Invoice Number: INV-2023-370
    Invoice Date: 2023-3-17
    Due Date: 2023-2-12

    Billing Information:
    Recipient Name: Kenneth Ayers
    Recipient Address: 207 Nelson Plains Apt. 274, Mccartyport, Oklahoma 97293

    Product Details:
    - Description: may Laptop S3
      Quantity: 2
      Unit Price: $235.39
    - Description: edge Printer W1
      Quantity: 3
      Unit Price: $197.27

    Balance Due: $117685539.5734453

    Thank you for your business!
    "
198,"
    Dear Customer,

    Invoice Number: INV-2023-172
    Invoice Date: 2023-4-20
    Due Date: 2023-9-22

    Billing Information:
    Recipient Name: Alicia Fernandez MD
    Recipient Address: 26689 Teresa Gardens, Andrewhaven, Alabama 01742

    Product Details:
    - Description: senior Tablet K4
      Quantity: 3
      Unit Price: $676.40
    - Description: figure Scanner H6
      Quantity: 3
      Unit Price: $54.31

    Balance Due: $102888543.69681977

    Thank you for your business!
    "
199,"
    Dear Customer,

    Invoice Number: INV-2023-899
    Invoice Date: 2023-11-16
    Due Date: 2023-10-26

    Billing Information:
    Recipient Name: Tammy Beck
    Recipient Address: 250 Robert Loaf Apt. 764, Cassieville, New Mexico 91809

    Product Details:
    - Description: watch Tablet M2
      Quantity: 2
      Unit Price: $416.51
    - Description: million Webcam H6
      Quantity: 4
      Unit Price: $45.03

    Balance Due: $396464102.61943376

    Thank you for your business!
    "
200,"
    Dear Customer,

    Invoice Number: INV-2023-819
    Invoice Date: 2023-7-6
    Due Date: 2023-11-11

    Billing Information:
    Recipient Name: Jeremy Palmer
    Recipient Address: 3092 Holly Knolls, Kennedyborough, Indiana 60955

    Product Details:
    - Description: stay Keyboard T5
      Quantity: 5
      Unit Price: $799.94
    - Description: which Headphones H6
      Quantity: 2
      Unit Price: $45.45

    Balance Due: $409323158.7815446

    Thank you for your business!
    "
201,"
    Dear Customer,

    Invoice Number: INV-2023-587
    Invoice Date: 2023-3-2
    Due Date: 2023-4-5

    Billing Information:
    Recipient Name: Patrick Olsen
    Recipient Address: 455 Johnston Shores Suite 870, Leahport, Tennessee 84792

    Product Details:
    - Description: clear Keyboard T5
      Quantity: 3
      Unit Price: $818.26
    - Description: student Webcam H6
      Quantity: 1
      Unit Price: $131.07

    Balance Due: $952004267.258197

    Thank you for your business!
    "
202,"
    Dear Customer,

    Invoice Number: INV-2023-582
    Invoice Date: 2023-4-26
    Due Date: 2023-6-28

    Billing Information:
    Recipient Name: Samuel Johnson
    Recipient Address: 45467 Jennifer Stream, Hubbardmouth, Nebraska 71435

    Product Details:
    - Description: free Monitor M2
      Quantity: 3
      Unit Price: $468.52
    - Description: indeed Mouse H6
      Quantity: 3
      Unit Price: $197.89

    Balance Due: $172496098.95358935

    Thank you for your business!
    "
203,"
    Dear Customer,

    Invoice Number: INV-2023-856
    Invoice Date: 2023-7-26
    Due Date: 2023-2-9

    Billing Information:
    Recipient Name: Monica Goodman
    Recipient Address: 688 Jennifer Knoll, East Whitney, Ohio 17057

    Product Details:
    - Description: throughout Laptop K4
      Quantity: 2
      Unit Price: $581.82
    - Description: hope Scanner S4
      Quantity: 4
      Unit Price: $101.55

    Balance Due: $898785526.022416

    Thank you for your business!
    "
204,"
    Dear Customer,

    Invoice Number: INV-2023-254
    Invoice Date: 2023-2-22
    Due Date: 2023-10-10

    Billing Information:
    Recipient Name: Jennifer Carrillo
    Recipient Address: 765 Julie Courts, Russellchester, Missouri 37312

    Product Details:
    - Description: move Keyboard X1
      Quantity: 4
      Unit Price: $287.36
    - Description: property Scanner W1
      Quantity: 2
      Unit Price: $22.72

    Balance Due: $702560486.2384362

    Thank you for your business!
    "
205,"
    Dear Customer,

    Invoice Number: INV-2023-272
    Invoice Date: 2023-12-3
    Due Date: 2023-6-13

    Billing Information:
    Recipient Name: Melissa Bradford DDS
    Recipient Address: 900 Moore Burgs, East Briannamouth, Kansas 50369

    Product Details:
    - Description: manager Tablet T5
      Quantity: 3
      Unit Price: $586.83
    - Description: fund Printer W1
      Quantity: 3
      Unit Price: $153.01

    Balance Due: $320006764.6334114

    Thank you for your business!
    "
206,"
    Dear Customer,

    Invoice Number: INV-2023-441
    Invoice Date: 2023-11-5
    Due Date: 2023-10-15

    Billing Information:
    Recipient Name: Amber Scott
    Recipient Address: 4665 Abigail Ford, South Eileenland, Oregon 17789

    Product Details:
    - Description: service Tablet X1
      Quantity: 3
      Unit Price: $94.28
    - Description: step Printer W1
      Quantity: 3
      Unit Price: $162.77

    Balance Due: $88785307.86674349

    Thank you for your business!
    "
207,"
    Dear Customer,

    Invoice Number: INV-2023-991
    Invoice Date: 2023-6-28
    Due Date: 2023-4-13

    Billing Information:
    Recipient Name: Richard Mcclain
    Recipient Address: 89474 Parker Garden, Kevinview, California 25678

    Product Details:
    - Description: wide Tablet T5
      Quantity: 5
      Unit Price: $612.67
    - Description: before Scanner P2
      Quantity: 1
      Unit Price: $109.94

    Balance Due: $246387934.28147495

    Thank you for your business!
    "
208,"
    Dear Customer,

    Invoice Number: INV-2023-489
    Invoice Date: 2023-6-11
    Due Date: 2023-2-18

    Billing Information:
    Recipient Name: Sarah Young
    Recipient Address: 7799 Austin Locks Apt. 783, Reillystad, Minnesota 40439

    Product Details:
    - Description: institution Monitor X1
      Quantity: 4
      Unit Price: $239.75
    - Description: six Printer M3
      Quantity: 5
      Unit Price: $26.62

    Balance Due: $810975073.3838364

    Thank you for your business!
    "
209,"
    Dear Customer,

    Invoice Number: INV-2023-822
    Invoice Date: 2023-9-16
    Due Date: 2023-8-9

    Billing Information:
    Recipient Name: Kimberly Martinez
    Recipient Address: 928 Carl Motorway Suite 121, Masonville, Illinois 21341

    Product Details:
    - Description: toward Keyboard X1
      Quantity: 4
      Unit Price: $616.95
    - Description: trouble Scanner M3
      Quantity: 5
      Unit Price: $11.74

    Balance Due: $280562364.8289294

    Thank you for your business!
    "
210,"
    Dear Customer,

    Invoice Number: INV-2023-131
    Invoice Date: 2023-7-15
    Due Date: 2023-7-23

    Billing Information:
    Recipient Name: Raymond Smith
    Recipient Address: 38523 Marcus Vista Suite 587, Bautistafort, Arkansas 64719

    Product Details:
    - Description: purpose Keyboard K4
      Quantity: 2
      Unit Price: $780.88
    - Description: throw Webcam H6
      Quantity: 1
      Unit Price: $133.39

    Balance Due: $380889186.9106022

    Thank you for your business!
    "
211,"
    Dear Customer,

    Invoice Number: INV-2023-236
    Invoice Date: 2023-5-14
    Due Date: 2023-2-1

    Billing Information:
    Recipient Name: Phillip Baker
    Recipient Address: 55599 Morrow Island Apt. 022, North Mark, Ohio 45164

    Product Details:
    - Description: someone Tablet M2
      Quantity: 5
      Unit Price: $353.26
    - Description: remember Headphones H6
      Quantity: 2
      Unit Price: $70.04

    Balance Due: $564553007.937726

    Thank you for your business!
    "
212,"
    Dear Customer,

    Invoice Number: INV-2023-678
    Invoice Date: 2023-4-27
    Due Date: 2023-8-27

    Billing Information:
    Recipient Name: Colleen Riddle
    Recipient Address: 613 Johnson Unions Apt. 486, Lake Staceymouth, Montana 48265

    Product Details:
    - Description: thus Keyboard K4
      Quantity: 2
      Unit Price: $513.27
    - Description: news Scanner S4
      Quantity: 5
      Unit Price: $108.63

    Balance Due: $687601745.7057567

    Thank you for your business!
    "
213,"
    Dear Customer,

    Invoice Number: INV-2023-785
    Invoice Date: 2023-2-10
    Due Date: 2023-8-13

    Billing Information:
    Recipient Name: Adrienne Todd
    Recipient Address: 5475 Steven Glens Suite 926, North Ashlee, Kansas 32297

    Product Details:
    - Description: compare Laptop S3
      Quantity: 5
      Unit Price: $748.78
    - Description: trouble Headphones M3
      Quantity: 1
      Unit Price: $181.51

    Balance Due: $800964923.4604113

    Thank you for your business!
    "
214,"
    Dear Customer,

    Invoice Number: INV-2023-487
    Invoice Date: 2023-11-13
    Due Date: 2023-7-17

    Billing Information:
    Recipient Name: Kylie Johnson
    Recipient Address: 7330 Sarah Streets Suite 845, Davidtown, Arkansas 96315

    Product Details:
    - Description: put Tablet S3
      Quantity: 1
      Unit Price: $477.89
    - Description: know Headphones H6
      Quantity: 2
      Unit Price: $79.09

    Balance Due: $27069745.292296376

    Thank you for your business!
    "
215,"
    Dear Customer,

    Invoice Number: INV-2023-597
    Invoice Date: 2023-9-23
    Due Date: 2023-1-19

    Billing Information:
    Recipient Name: Thomas Berry
    Recipient Address: 912 Shari Islands, Andrewburgh, Iowa 02661

    Product Details:
    - Description: friend Smartphone X1
      Quantity: 3
      Unit Price: $267.73
    - Description: southern Mouse S4
      Quantity: 1
      Unit Price: $143.19

    Balance Due: $893604997.7521725

    Thank you for your business!
    "
216,"
    Dear Customer,

    Invoice Number: INV-2023-835
    Invoice Date: 2023-8-9
    Due Date: 2023-3-22

    Billing Information:
    Recipient Name: Mary Huang
    Recipient Address: 45089 Schwartz Radial Apt. 798, Nathanielstad, Indiana 02187

    Product Details:
    - Description: politics Laptop S3
      Quantity: 2
      Unit Price: $377.52
    - Description: learn Headphones M3
      Quantity: 4
      Unit Price: $128.28

    Balance Due: $786604376.6507896

    Thank you for your business!
    "
217,"
    Dear Customer,

    Invoice Number: INV-2023-569
    Invoice Date: 2023-5-2
    Due Date: 2023-6-25

    Billing Information:
    Recipient Name: Maria Hansen
    Recipient Address: 150 Erin Track, Coxland, Kansas 39051

    Product Details:
    - Description: official Monitor S3
      Quantity: 3
      Unit Price: $377.34
    - Description: current Scanner M3
      Quantity: 1
      Unit Price: $135.01

    Balance Due: $418978182.23411185

    Thank you for your business!
    "
218,"
    Dear Customer,

    Invoice Number: INV-2023-110
    Invoice Date: 2023-8-9
    Due Date: 2023-11-5

    Billing Information:
    Recipient Name: Janice Henderson
    Recipient Address: 941 Stephen Burgs Suite 665, South Jeremy, Georgia 02316

    Product Details:
    - Description: their Keyboard S3
      Quantity: 2
      Unit Price: $690.98
    - Description: decision Scanner S4
      Quantity: 3
      Unit Price: $59.06

    Balance Due: $729747490.5426077

    Thank you for your business!
    "
219,"
    Dear Customer,

    Invoice Number: INV-2023-530
    Invoice Date: 2023-8-24
    Due Date: 2023-12-21

    Billing Information:
    Recipient Name: Alexander Stewart
    Recipient Address: 3818 Freeman Creek, Nicholasbury, Oregon 40609

    Product Details:
    - Description: white Smartphone M2
      Quantity: 4
      Unit Price: $380.24
    - Description: food Scanner M3
      Quantity: 3
      Unit Price: $159.39

    Balance Due: $411827513.65511423

    Thank you for your business!
    "
220,"
    Dear Customer,

    Invoice Number: INV-2023-221
    Invoice Date: 2023-11-11
    Due Date: 2023-3-8

    Billing Information:
    Recipient Name: Amy Matthews
    Recipient Address: 09281 Wilson Port, Castillomouth, New Jersey 32824

    Product Details:
    - Description: public Monitor K4
      Quantity: 1
      Unit Price: $402.04
    - Description: to Webcam H6
      Quantity: 2
      Unit Price: $193.26

    Balance Due: $697092045.169816

    Thank you for your business!
    "
221,"
    Dear Customer,

    Invoice Number: INV-2023-319
    Invoice Date: 2023-8-2
    Due Date: 2023-12-4

    Billing Information:
    Recipient Name: Kristin Fernandez
    Recipient Address: 211 Gates Parks Suite 928, Cherylland, New York 63915

    Product Details:
    - Description: meeting Tablet S3
      Quantity: 2
      Unit Price: $838.96
    - Description: husband Printer M3
      Quantity: 3
      Unit Price: $93.57

    Balance Due: $242036864.61916342

    Thank you for your business!
    "
